trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
20.0,1.9,Summer tires,1,1,1,Moderate,9.5,0,0,50.0,-7.3
20.0,3.7,Summer tires,1,1,1,Moderate,18.4,0,0,48.0,1.6
33.0,2.5,Summer tires,1,0,1,Moderate,7.7,0,0,40.0,-9.1
20.0,3.6,Summer tires,1,1,1,Moderate,17.9,0,0,49.0,1.1
41.0,4.7,Summer tires,1,0,1,Moderate,11.5,0,0,38.0,-5.3
16.0,1.8,Summer tires,1,0,0,Moderate,11.0,0,0,23.0,-5.8
5.0,0.6,Summer tires,1,0,0,Moderate,12.3,0,0,20.0,-4.5
75.0,8.8,Summer tires,1,0,1,Moderate,11.8,0,0,60.0,-5.0
20.0,3.4,Summer tires,1,1,1,Moderate,17.2,0,0,55.0,0.4
20.0,3.3,Summer tires,1,1,1,Moderate,16.4,0,0,52.0,-0.4
19.0,1.3,Summer tires,1,1,1,Moderate,7.0,0,0,50.0,-9.8
32.0,2.4,Summer tires,1,0,1,Moderate,7.6,0,0,32.0,-9.2
20.0,3.9,Summer tires,1,1,1,Moderate,19.5,0,0,47.0,2.7
19.0,1.5,Summer tires,1,1,1,Moderate,7.9,0,0,49.0,-8.9
20.0,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,50.0,-0.3
19.0,1.4,Summer tires,1,1,1,Moderate,7.5,0,0,51.0,-9.3
20.0,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,52.0,-0.3
20.0,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,43.0,-0.3
19.0,1.4,Summer tires,1,1,1,Moderate,7.3,0,0,47.0,-9.5
41.0,4.8,Summer tires,1,0,1,Moderate,11.7,0,0,37.0,-5.1
4.0,0.5,Summer tires,1,0,0,Moderate,12.8,0,0,25.0,-4.0
19.0,2.1,Summer tires,1,1,1,Moderate,10.8,0,0,31.0,-6.0
33.0,3.1,Summer tires,1,0,1,Moderate,9.3,0,0,37.0,-7.5
20.0,3.4,Summer tires,1,1,1,Moderate,16.9,0,0,52.0,0.1
20.0,3.5,Summer tires,1,1,1,Moderate,17.5,0,0,47.0,0.7
19.0,1.4,Summer tires,1,1,1,Moderate,7.6,0,0,50.0,-9.2
62.0,8.4,Summer tires,1,0,1,Moderate,13.6,0,0,63.0,-3.2
23.0,2.6,Summer tires,1,0,1,Moderate,11.4,0,0,39.0,-5.4
4.0,0.2,Summer tires,1,0,0,Moderate,5.5,0,0,24.0,-11.3
4.0,0.8,Summer tires,1,0,0,Moderate,20.4,0,0,24.0,3.6
19.0,1.3,Summer tires,1,1,1,Moderate,7.1,0,0,45.0,-9.7
20.0,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,45.0,-0.3
19.0,3.3,Summer tires,1,1,1,Moderate,17.3,0,0,44.0,0.5
19.0,1.2,Summer tires,1,1,1,Moderate,6.3,0,0,49.0,-10.5
35.0,3.3,Summer tires,1,0,1,Moderate,9.4,0,0,47.0,-7.4
19.0,3.1,Summer tires,1,1,1,Moderate,16.5,0,0,50.0,-0.3
7.0,0.9,Summer tires,1,0,0,Moderate,12.5,0,0,28.0,-4.3
21.0,1.6,Summer tires,1,0,1,Moderate,7.6,0,0,51.0,-9.2
19.0,3.2,Summer tires,1,1,1,Moderate,16.6,0,0,51.0,-0.2
19.0,1.3,Summer tires,1,1,1,Moderate,6.9,0,0,51.0,-9.9
20.0,3.5,Summer tires,1,1,1,Moderate,17.4,0,0,45.0,0.6
551.0,72.7,Summer tires,0,1,0,Moderate,13.2,0,0,73.0,-3.6
12.0,1.3,Summer tires,1,0,0,Moderate,10.8,0,0,47.0,-6.0
43.0,5.5,Summer tires,1,0,1,Moderate,12.9,0,0,37.0,-3.9
1.0,0.1,Summer tires,1,0,0,Moderate,14.2,0,0,15.0,-2.6
4.0,0.6,Summer tires,1,0,0,Moderate,15.5,0,0,14.0,-1.3
38.0,4.3,Summer tires,1,0,1,Moderate,11.4,0,0,46.0,-5.4
64.0,7.1,Summer tires,1,0,1,Moderate,11.1,0,0,36.0,-5.7
10.0,1.0,Summer tires,1,0,0,Moderate,10.4,0,0,35.0,-6.4
7.0,0.7,Summer tires,1,0,0,Moderate,10.6,0,0,42.0,-6.2
29.0,3.5,Summer tires,1,0,1,Moderate,12.1,0,0,27.0,-4.7
41.0,5.5,Summer tires,1,0,1,Moderate,13.3,0,0,56.0,-3.5
38.0,4.1,Summer tires,1,0,1,Moderate,10.9,0,0,30.0,-5.9
15.0,1.9,Summer tires,1,0,0,Moderate,12.6,0,0,34.0,-4.2
2.0,0.3,Summer tires,1,0,0,Moderate,12.7,0,0,16.0,-4.1
636.0,84.6,Summer tires,0,1,0,Moderate,13.3,0,0,73.0,-3.5
20.0,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,54.0,-0.3
33.0,3.1,Summer tires,1,0,1,Moderate,9.5,0,0,35.0,-7.3
33.0,2.5,Summer tires,1,0,1,Moderate,7.6,0,0,40.0,-9.2
20.0,3.6,Summer tires,1,1,1,Moderate,17.9,0,0,45.0,1.1
19.0,1.4,Summer tires,1,1,1,Moderate,7.6,0,0,49.0,-9.2
19.0,3.4,Summer tires,1,1,1,Moderate,17.9,0,0,46.0,1.1
2.0,0.3,Summer tires,1,0,0,Moderate,14.6,0,0,22.0,-2.2
21.0,1.5,Summer tires,1,0,1,Moderate,7.3,0,0,51.0,-9.5
19.0,3.4,Summer tires,1,1,1,Moderate,18.1,0,0,52.0,1.3
27.0,3.0,Summer tires,1,0,1,Moderate,11.2,0,0,41.0,-5.6
6.0,0.7,Summer tires,1,0,0,Moderate,11.2,0,0,24.0,-5.6
4.0,0.2,Summer tires,1,0,0,Moderate,4.5,0,0,25.0,-12.3
5.0,1.0,Summer tires,1,0,0,Moderate,19.1,0,0,24.0,2.3
10.0,1.1,Summer tires,1,0,0,Moderate,11.0,0,0,29.0,-5.8
10.0,1.2,Summer tires,1,0,0,Moderate,11.6,0,0,31.0,-5.2
19.0,1.3,Summer tires,1,1,1,Moderate,6.6,0,0,50.0,-10.2
19.0,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,46.0,0.1
4.0,0.2,Summer tires,1,0,0,Moderate,4.5,0,0,26.0,-12.3
25.0,2.3,Summer tires,1,0,1,Moderate,9.3,0,0,33.0,-7.5
19.0,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,49.0,0.1
46.0,4.4,Summer tires,1,0,1,Moderate,9.6,0,0,44.0,-7.2
33.0,4.2,Summer tires,1,0,1,Moderate,12.7,0,0,48.0,-4.1
19.0,3.2,Summer tires,1,1,1,Moderate,17.1,0,0,48.0,0.3
15.0,1.7,Summer tires,1,0,0,Moderate,11.4,0,0,41.0,-5.4
21.0,1.5,Summer tires,1,0,1,Moderate,7.3,0,0,46.0,-9.5
19.0,3.2,Summer tires,1,1,1,Moderate,16.7,0,0,46.0,-0.1
19.0,1.1,Summer tires,1,1,1,Moderate,5.6,0,0,47.0,-11.2
189.0,21.16,Summer tires,0,1,1,Moderate,11.2,0,0,67.0,-5.6
52.0,7.6,Summer tires,1,0,1,Normal,14.6,1,0,43.0,-2.2
19.0,1.3,Summer tires,1,1,1,Moderate,7.1,0,0,51.0,-9.7
20.0,3.3,Summer tires,1,0,1,Moderate,16.7,0,0,52.0,-0.1
42.0,4.3,Summer tires,1,0,1,Moderate,10.3,0,0,30.0,-6.5
19.0,1.6,Summer tires,1,1,1,Moderate,8.2,0,0,50.0,-8.6
22.0,3.6,Summer tires,1,0,1,Moderate,16.5,0,0,45.0,-0.3
15.0,1.7,Summer tires,1,0,0,Moderate,11.2,0,0,38.0,-5.6
21.0,1.7,Summer tires,1,0,1,Moderate,8.3,0,0,41.0,-8.5
19.0,3.1,Summer tires,1,1,1,Moderate,16.1,0,0,46.0,-0.7
19.0,1.3,Summer tires,1,1,1,Moderate,6.8,0,0,50.0,-10.0
19.0,3.3,Summer tires,1,1,1,Moderate,17.2,0,0,44.0,0.4
7.0,0.8,Summer tires,1,0,0,Moderate,11.8,0,0,21.0,-5.0
4.0,0.4,Summer tires,1,0,0,Moderate,10.8,0,0,25.0,-6.0
142.0,18.5,Summer tires,0,1,0,Moderate,13.0,0,0,72.0,-3.8
44.0,6.4,Summer tires,1,0,1,Moderate,14.6,0,0,61.0,-2.2
35.0,3.7,Summer tires,1,0,1,Moderate,10.7,0,0,42.0,-6.1
19.0,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,47.0,0.1
19.0,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,47.0,0.1
19.0,1.5,Summer tires,1,1,1,Moderate,7.8,0,0,40.0,-9.0
19.0,1.3,Summer tires,1,1,1,Moderate,6.8,0,0,52.0,-10.0
19.0,3.2,Summer tires,1,1,1,Moderate,16.7,0,0,48.0,-0.1
2.0,0.3,Summer tires,1,0,0,Moderate,13.0,0,0,25.0,-3.8
22.0,1.6,Summer tires,1,0,1,Moderate,7.1,0,0,42.0,-9.7
20.0,3.6,Summer tires,1,0,1,Moderate,17.8,0,0,43.0,1.0
20.0,1.5,Summer tires,1,0,1,Moderate,7.5,0,0,43.0,-9.3
20.0,3.6,Summer tires,1,0,1,Moderate,18.0,0,0,48.0,1.2
387.0,48.8,Winter tires,0,1,0,Moderate,12.6,0,0,61.0,-4.2
20.0,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,51.0,0.7
20.0,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,46.0,0.1
36.0,2.9,Winter tires,1,0,1,Moderate,8.0,0,0,45.0,-8.8
20.0,1.5,Winter tires,1,1,1,Moderate,7.3,0,0,50.0,-9.5
20.0,3.5,Winter tires,1,1,1,Moderate,17.6,0,0,50.0,0.8
2.0,0.3,Winter tires,1,0,0,Moderate,15.2,0,0,28.0,-1.6
21.0,1.7,Winter tires,1,0,1,Moderate,8.2,0,0,49.0,-8.6
20.0,4.0,Winter tires,1,1,1,Moderate,19.9,0,0,52.0,3.1
37.0,3.5,Winter tires,1,0,1,Moderate,9.5,0,0,38.0,-7.3
20.0,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,46.0,0.6
168.0,21.5,Winter tires,0,1,0,Moderate,12.8,0,0,81.0,-4.0
5.0,1.1,Winter tires,1,0,0,Moderate,22.3,0,0,26.0,5.5
203.0,31.3,Winter tires,0,1,0,Fast,15.4,0,0,70.0,-1.4
4.0,0.7,Winter tires,1,0,0,Moderate,16.7,0,0,15.0,-0.1
20.0,3.4,Winter tires,1,1,1,Moderate,17.2,0,0,48.0,0.4
37.0,3.7,Winter tires,1,0,1,Moderate,9.9,0,0,40.0,-6.9
20.0,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,54.0,-8.0
20.0,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,51.0,0.6
20.0,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,53.0,-7.9
20.0,3.5,Winter tires,1,1,1,Moderate,17.7,0,0,49.0,0.9
2.0,0.3,Winter tires,1,0,0,Moderate,15.3,0,0,22.0,-1.5
21.0,1.9,Winter tires,1,0,1,Moderate,9.2,0,0,41.0,-7.6
20.0,3.6,Winter tires,1,1,1,Moderate,18.0,0,0,42.0,1.2
107.0,13.7,Winter tires,1,0,1,Moderate,12.8,0,0,68.0,-4.0
85.0,12.2,Winter tires,1,0,1,Moderate,14.3,0,0,65.0,-2.5
37.0,3.5,Winter tires,1,0,1,Moderate,9.5,0,0,40.0,-7.3
20.0,4.4,Winter tires,1,1,1,Moderate,21.8,0,0,58.0,5.0
20.0,1.6,Winter tires,1,1,1,Moderate,8.1,0,0,52.0,-8.7
20.0,3.4,Winter tires,1,1,1,Moderate,17.2,0,0,52.0,0.4
20.0,1.7,Winter tires,1,1,1,Moderate,8.3,0,0,53.0,-8.5
20.0,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,40.0,1.5
22.0,3.8,Winter tires,1,0,1,Moderate,17.4,0,0,44.0,0.6
20.0,1.8,Winter tires,1,1,1,Moderate,9.2,0,0,51.0,-7.6
2.0,0.3,Winter tires,1,0,0,Moderate,16.6,0,0,19.0,-0.2
21.0,1.8,Winter tires,1,0,1,Moderate,8.5,0,0,52.0,-8.3
20.0,3.5,Winter tires,1,1,1,Moderate,17.7,0,0,47.0,0.9
36.0,3.3,Winter tires,1,0,1,Moderate,9.1,0,0,41.0,-7.7
20.0,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,48.0,1.5
7.0,0.9,Winter tires,1,0,0,Moderate,12.5,0,0,30.0,-4.3
20.0,3.4,Winter tires,1,1,1,Moderate,17.0,0,0,54.0,0.2
20.0,1.7,Winter tires,1,1,1,Moderate,8.3,0,0,50.0,-8.5
20.0,1.7,Winter tires,1,1,1,Moderate,8.3,0,0,50.0,-8.5
20.0,3.7,Winter tires,1,1,1,Moderate,18.5,0,0,49.0,1.7
20.0,1.7,Winter tires,1,1,1,Moderate,8.5,0,0,53.0,-8.3
20.0,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,53.0,0.7
2.0,0.3,Winter tires,1,0,0,Moderate,15.8,0,0,26.0,-1.0
21.0,1.9,Winter tires,1,0,1,Moderate,9.0,0,0,54.0,-7.8
20.0,3.6,Winter tires,1,1,1,Moderate,17.8,0,0,51.0,1.0
3.0,0.4,Winter tires,1,0,0,Moderate,14.6,0,0,26.0,-2.2
3.0,0.4,Winter tires,1,0,0,Moderate,11.9,0,0,28.0,-4.9
172.0,23.9,Winter tires,0,1,0,Moderate,13.9,0,0,72.0,-2.9
191.0,23.7,Winter tires,0,1,0,Moderate,12.4,0,0,65.0,-4.4
20.0,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,48.0,0.1
20.0,1.5,Winter tires,1,1,1,Moderate,7.6,0,0,49.0,-9.2
20.0,3.6,Winter tires,1,1,1,Moderate,17.8,0,0,52.0,1.0
2.0,0.3,Winter tires,1,0,0,Moderate,14.8,0,0,27.0,-2.0
21.0,1.6,Winter tires,1,0,1,Moderate,7.8,0,0,52.0,-9.0
20.0,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,56.0,0.7
20.0,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,52.0,-8.0
20.0,3.4,Winter tires,1,1,1,Moderate,17.2,0,0,51.0,0.4
248.0,31.7,Winter tires,0,1,0,Moderate,12.8,0,0,67.0,-4.0
151.0,19.3,Winter tires,0,1,0,Moderate,12.8,0,0,69.0,-4.0
268.0,33.2,Winter tires,0,1,0,Moderate,12.4,0,0,74.0,-4.4
33.0,3.0,Winter tires,1,0,1,Moderate,9.0,0,0,41.0,-7.8
20.0,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,45.0,0.6
20.0,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,41.0,-7.9
20.0,3.6,Winter tires,1,1,1,Moderate,17.8,0,0,49.0,1.0
38.0,3.9,Winter tires,1,0,1,Moderate,10.3,0,0,37.0,-6.5
20.0,3.4,Winter tires,1,1,1,Moderate,17.1,0,0,48.0,0.3
21.0,1.8,Winter tires,1,0,1,Moderate,8.6,0,0,49.0,-8.2
2.0,0.3,Winter tires,1,0,0,Moderate,14.3,0,0,25.0,-2.5
20.0,3.6,Winter tires,1,1,1,Moderate,18.0,0,0,42.0,1.2
20.0,1.6,Winter tires,1,1,1,Moderate,8.2,0,0,50.0,-8.6
20.0,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,43.0,0.7
13.0,1.5,Winter tires,1,0,0,Moderate,11.8,0,0,20.0,-5.0
5.0,0.3,Winter tires,1,0,0,Moderate,5.2,0,0,36.0,-11.6
5.0,0.9,Winter tires,1,0,0,Moderate,17.7,0,0,27.0,0.9
20.0,1.4,Winter tires,1,1,1,Moderate,7.2,0,0,36.0,-9.6
20.0,3.3,Winter tires,1,1,1,Moderate,16.7,0,0,46.0,-0.1
20.0,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,45.0,0.1
20.0,1.4,Winter tires,1,1,1,Moderate,7.2,0,0,47.0,-9.6
20.0,1.6,Winter tires,1,1,1,Moderate,7.8,0,0,50.0,-9.0
20.0,3.6,Winter tires,1,1,1,Moderate,18.1,0,0,43.0,1.3
15.0,1.7,Winter tires,1,0,0,Moderate,11.2,0,0,40.0,-5.6
21.0,1.7,Winter tires,1,0,1,Moderate,8.2,0,0,39.0,-8.6
20.0,3.5,Winter tires,1,1,1,Moderate,17.3,0,0,43.0,0.5
20.0,1.5,Winter tires,1,1,1,Moderate,7.5,0,0,52.0,-9.3
20.0,3.6,Winter tires,1,1,1,Moderate,18.2,0,0,48.0,1.4
154.0,20.8,Winter tires,0,1,0,Moderate,13.5,0,0,37.0,-3.3
113.0,15.6,Winter tires,1,0,1,Moderate,13.8,0,0,65.0,-3.0
49.0,6.0,Winter tires,1,0,1,Moderate,12.3,0,0,50.0,-4.5
43.0,5.2,Winter tires,1,0,1,Moderate,12.2,0,0,57.0,-4.6
36.0,3.5,Winter tires,1,0,1,Moderate,9.8,0,0,42.0,-7.0
20.0,3.5,Winter tires,1,1,1,Moderate,17.3,0,0,52.0,0.5
20.0,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,46.0,0.1
20.0,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,47.0,-7.9
39.0,3.7,Winter tires,1,0,1,Moderate,9.5,0,0,40.0,-7.3
20.0,3.7,Winter tires,1,1,1,Moderate,18.4,0,0,44.0,1.6
3.0,0.5,Winter tires,1,0,0,Moderate,15.5,0,0,15.0,-1.3
21.0,1.9,Winter tires,1,0,1,Moderate,9.0,0,0,52.0,-7.8
20.0,3.3,Winter tires,1,1,1,Moderate,16.7,0,0,47.0,-0.1
20.0,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,50.0,1.1
20.0,1.7,Winter tires,1,1,1,Moderate,8.6,0,0,53.0,-8.2
7.0,0.9,Winter tires,1,0,0,Moderate,13.2,0,0,22.0,-3.6
5.0,0.7,Winter tires,1,0,0,Moderate,13.4,0,0,21.0,-3.4
96.0,13.4,Winter tires,1,0,1,Moderate,14.0,0,0,59.0,-2.8
106.0,14.9,Winter tires,1,0,1,Moderate,14.1,0,0,59.0,-2.7
20.0,2.0,Winter tires,1,1,1,Moderate,9.9,0,0,45.0,-6.9
20.0,3.7,Winter tires,1,1,1,Moderate,18.4,0,0,49.0,1.6
20.0,1.5,Winter tires,1,1,1,Moderate,7.6,0,0,42.0,-9.2
20.0,3.6,Winter tires,1,1,1,Moderate,18.2,0,0,48.0,1.4
37.0,3.6,Winter tires,1,0,1,Moderate,9.8,0,0,42.0,-7.0
20.0,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,49.0,0.7
2.0,0.3,Winter tires,1,0,0,Moderate,14.7,0,0,25.0,-2.1
21.0,1.7,Winter tires,1,0,1,Moderate,8.2,0,0,50.0,-8.6
20.0,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,48.0,1.1
20.0,1.7,Winter tires,1,1,1,Moderate,8.5,0,0,48.0,-8.3
20.0,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,53.0,1.1
285.0,35.6,Winter tires,0,1,0,Moderate,12.5,0,0,61.0,-4.3
66.0,8.1,Winter tires,1,0,1,Moderate,12.2,0,0,42.0,-4.6
25.0,3.1,Winter tires,1,0,1,Moderate,12.4,0,0,27.0,-4.4
20.0,1.7,Winter tires,1,1,1,Moderate,8.7,0,0,27.0,-8.1
20.0,1.82,Winter tires,1,1,1,Moderate,9.1,0,0,42.0,-7.7
20.0,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,37.0,2.2
20.0,2.2,Winter tires,1,1,1,Moderate,11.0,0,0,46.0,-5.8
20.0,3.86,Winter tires,1,1,1,Moderate,19.3,0,0,52.0,2.5
15.0,1.98,Winter tires,1,0,0,Moderate,13.2,0,0,39.0,-3.6
21.0,2.06,Winter tires,1,0,1,Moderate,9.8,0,0,45.0,-7.0
20.0,3.72,Winter tires,1,1,1,Moderate,18.6,0,0,51.0,1.8
20.0,1.66,Winter tires,1,1,1,Moderate,8.3,0,0,42.0,-8.5
20.0,3.64,Winter tires,1,1,1,Moderate,18.2,0,0,50.0,1.4
174.0,26.27,Winter tires,0,1,0,Moderate,15.1,0,0,71.0,-1.7
295.0,39.53,Winter tires,0,1,0,Moderate,13.4,0,0,71.0,-3.4
20.0,1.68,Winter tires,1,1,1,Moderate,8.4,0,0,50.0,-8.4
20.0,3.96,Winter tires,1,1,1,Moderate,19.8,0,0,42.0,3.0
20.0,1.58,Winter tires,1,1,1,Moderate,7.9,0,0,50.0,-8.9
20.0,3.94,Winter tires,1,1,1,Moderate,19.7,0,0,39.0,2.9
20.0,1.88,Winter tires,1,1,1,Moderate,9.4,0,0,48.0,-7.4
20.0,3.9,Winter tires,1,1,1,Moderate,19.5,0,0,45.0,2.7
21.0,2.48,Winter tires,1,0,1,Moderate,11.8,0,0,43.0,-5.0
2.0,0.42,Winter tires,1,0,0,Normal,21.0,1,0,24.0,4.2
20.0,3.92,Winter tires,1,1,1,Moderate,19.6,0,0,40.0,2.8
20.0,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,48.0,-7.5
20.0,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,54.0,1.6
3.0,0.44,Winter tires,1,0,0,Moderate,14.7,0,0,26.0,-2.1
3.0,0.29,Winter tires,1,0,0,Moderate,9.8,0,0,29.0,-7.0
20.0,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,46.0,-7.3
20.0,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,46.0,2.0
20.0,4.0,Winter tires,1,1,1,Moderate,20.0,1,1,42.0,3.2
20.0,1.8,Winter tires,1,1,1,Moderate,9.0,0,0,51.0,-7.8
20.0,2.06,Winter tires,1,1,1,Moderate,10.3,0,0,38.0,-6.5
20.0,4.0,Winter tires,1,1,1,Moderate,20.0,0,0,45.0,3.2
15.0,1.94,Winter tires,1,0,0,Moderate,12.9,0,0,37.0,-3.9
21.0,1.85,Winter tires,1,0,1,Moderate,8.8,0,0,48.0,-8.0
20.0,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,45.0,1.6
20.0,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,42.0,2.3
20.0,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,50.0,-7.5
4.0,0.54,Winter tires,1,0,0,Moderate,13.4,0,0,27.0,-3.4
4.0,0.63,Winter tires,1,0,0,Moderate,15.8,0,0,27.0,-1.0
5.0,0.75,Winter tires,1,0,0,Moderate,15.0,0,0,20.0,-1.8
20.0,1.88,Winter tires,1,1,1,Moderate,9.4,0,0,47.0,-7.4
20.0,3.96,Winter tires,1,1,1,Moderate,19.8,0,0,50.0,3.0
15.0,1.92,Winter tires,1,0,0,Moderate,12.8,0,0,39.0,-4.0
21.0,1.79,Winter tires,1,0,1,Moderate,8.5,0,0,43.0,-8.3
20.0,3.62,Winter tires,1,1,1,Moderate,18.1,0,0,49.0,1.3
20.0,1.6,Winter tires,1,1,1,Moderate,8.0,0,0,46.0,-8.8
20.0,3.58,Winter tires,1,1,1,Moderate,17.9,0,0,47.0,1.1
2.0,0.34,Winter tires,1,0,0,Moderate,16.9,0,0,27.0,0.1
21.0,1.85,Winter tires,1,0,1,Moderate,8.8,0,0,41.0,-8.0
20.0,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,50.0,2.2
20.0,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,53.0,2.2
71.0,8.09,Winter tires,1,0,1,Moderate,11.4,0,0,57.0,-5.4
73.0,10.07,Winter tires,1,0,1,Moderate,13.8,0,0,43.0,-3.0
43.0,7.4,Winter tires,1,0,1,Moderate,17.2,0,0,58.0,0.4
20.0,1.96,Winter tires,1,1,1,Moderate,9.8,0,0,48.0,-7.0
20.0,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,47.0,2.0
20.0,2.14,Winter tires,1,1,1,Moderate,10.7,0,0,49.0,-6.1
20.0,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,50.0,2.0
20.0,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,49.0,-7.3
20.0,3.78,Winter tires,1,1,1,Moderate,18.9,0,0,47.0,2.1
21.0,2.08,Winter tires,1,0,1,Moderate,9.9,0,0,47.0,-6.9
15.0,2.1,Winter tires,1,0,0,Moderate,14.0,0,0,36.0,-2.8
20.0,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,46.0,1.6
20.0,1.88,Winter tires,1,1,1,Moderate,9.4,0,0,50.0,-7.4
20.0,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,44.0,1.6
24.0,2.33,Winter tires,1,0,1,Moderate,9.7,0,0,39.0,-7.1
20.0,3.72,Winter tires,1,1,1,Moderate,18.6,0,0,51.0,1.8
20.0,1.64,Winter tires,1,1,1,Moderate,8.2,0,0,51.0,-8.6
19.0,2.36,Winter tires,1,0,0,Moderate,12.4,0,0,33.0,-4.4
20.0,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,49.0,1.6
20.0,1.98,Winter tires,1,1,1,Moderate,9.9,0,0,51.0,-6.9
20.0,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,49.0,2.2
15.0,2.1,Winter tires,1,0,0,Moderate,14.0,0,0,37.0,-2.8
21.0,1.95,Winter tires,1,0,1,Moderate,9.3,0,0,43.0,-7.5
20.0,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,50.0,1.6
20.0,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,47.0,-7.5
20.0,4.04,Winter tires,1,1,1,Moderate,20.2,1,1,52.0,3.4
47.0,6.11,Winter tires,1,0,1,Moderate,13.0,0,0,33.0,-3.8
10.0,1.55,Winter tires,1,0,0,Moderate,15.5,0,0,32.0,-1.3
40.0,5.88,Winter tires,1,0,1,Moderate,14.7,0,0,49.0,-2.1
20.0,1.98,Winter tires,1,1,1,Moderate,9.9,0,0,51.0,-6.9
20.0,4.08,Winter tires,1,1,1,Moderate,20.4,0,0,51.0,3.6
20.0,2.14,Winter tires,1,1,1,Moderate,10.7,0,0,43.0,-6.1
20.0,4.36,Winter tires,1,1,1,Moderate,21.8,0,0,52.0,5.0
20.0,2.36,Winter tires,1,1,1,Moderate,11.8,0,0,43.0,-5.0
20.0,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,46.0,2.0
12.0,1.64,Winter tires,1,0,0,Moderate,13.7,0,0,30.0,-3.1
4.0,0.62,Winter tires,1,0,0,Moderate,15.4,0,0,21.0,-1.4
18.0,3.28,Winter tires,1,0,0,Moderate,18.2,0,0,32.0,1.4
6.0,1.19,Winter tires,1,0,0,Moderate,19.8,0,0,16.0,3.0
28.0,3.53,Winter tires,1,0,1,Moderate,12.6,0,0,35.0,-4.2
20.0,3.94,Winter tires,1,1,1,Moderate,19.7,0,0,50.0,2.9
20.0,2.16,Winter tires,1,1,1,Moderate,10.8,0,0,48.0,-6.0
20.0,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,54.0,2.3
23.0,2.39,Winter tires,1,0,1,Moderate,10.4,0,0,27.0,-6.4
20.0,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,51.0,2.3
38.0,4.48,Winter tires,1,0,1,Moderate,11.8,0,0,41.0,-5.0
20.0,4.24,Winter tires,1,1,1,Moderate,21.2,0,0,44.0,4.4
25.0,3.88,Winter tires,1,0,1,Moderate,15.5,0,0,30.0,-1.3
72.0,9.5,Winter tires,1,1,0,Moderate,13.2,0,0,48.0,-3.6
86.0,13.07,Winter tires,0,1,0,Normal,15.2,1,1,58.0,-1.6
4.0,0.6,Winter tires,1,0,0,Normal,15.0,0,0,19.0,-1.8
46.0,6.39,Winter tires,1,1,1,Normal,13.9,0,0,45.0,-2.9
