trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
77.0,12.72,Summer tires,0,0,1,Moderate,12.8,0,0,77.0,-4.0
112.0,11.25,Summer tires,0,0,1,Moderate,12.6,0,0,53.0,-4.2
2.0,5.59,Summer tires,0,1,0,Moderate,9.8,0,0,21.0,-7.0
86.0,7.44,Summer tires,0,1,0,Moderate,11.1,0,0,68.0,-5.7
86.0,10.04,Summer tires,0,1,0,Moderate,12.1,0,0,64.0,-4.7
85.0,11.35,Summer tires,0,1,0,Moderate,11.2,0,0,70.0,-5.6
89.0,9.3,Summer tires,0,1,0,Moderate,12.7,0,0,72.0,-4.1
86.0,8.0,Summer tires,0,1,0,Moderate,12.5,0,0,77.0,-4.3
89.0,12.59,Summer tires,0,1,0,Moderate,12.3,0,0,77.0,-4.5
86.0,10.23,Summer tires,0,1,0,Moderate,12.5,0,0,78.0,-4.3
85.0,12.28,Summer tires,0,1,0,Moderate,11.7,0,0,72.0,-5.1
87.0,7.44,Summer tires,0,1,0,Moderate,11.6,0,0,70.0,-5.2
85.0,12.09,Summer tires,0,1,0,Moderate,11.5,0,0,76.0,-5.3
86.0,7.63,Summer tires,0,1,1,Moderate,13.5,0,0,45.0,-3.3
46.0,5.8,Summer tires,1,1,0,Moderate,12.6,0,0,39.0,-4.2
129.0,14.19,Summer tires,0,1,1,Moderate,11.0,0,0,63.0,-5.8
86.0,10.41,Summer tires,0,1,0,Moderate,12.1,0,0,71.0,-4.7
86.0,9.55,Summer tires,0,1,0,Moderate,11.1,0,0,72.0,-5.7
86.0,10.66,Summer tires,0,1,0,Moderate,12.4,0,0,55.0,-4.4
86.0,10.15,Summer tires,0,1,0,Moderate,11.8,0,0,76.0,-5.0
85.0,13.82,Summer tires,0,1,0,Moderate,11.7,0,0,67.0,-5.1
86.0,6.88,Summer tires,0,1,0,Moderate,12.5,0,0,71.0,-4.3
87.0,10.27,Summer tires,0,1,0,Moderate,11.8,0,0,66.0,-5.0
24.0,6.88,Summer tires,0,1,0,Moderate,13.0,0,0,48.0,-3.8
23.0,1.0,Summer tires,0,1,0,Moderate,13.5,1,0,42.0,-3.3
2.0,0.56,Summer tires,1,0,0,Moderate,13.2,1,0,15.0,-3.6
86.0,10.23,Summer tires,0,1,0,Moderate,12.4,1,0,61.0,-4.4
85.0,8.56,Summer tires,0,1,0,Moderate,10.7,0,0,68.0,-6.1
129.0,16.66,Summer tires,0,1,0,Moderate,11.8,1,0,61.0,-5.0
85.0,13.02,Summer tires,0,1,0,Moderate,11.7,0,0,73.0,-5.1
17.0,8.18,Summer tires,0,1,0,Moderate,12.7,0,0,61.0,-4.1
18.0,0.9,Summer tires,0,1,0,Moderate,12.5,0,0,66.0,-4.3
86.0,2.98,Summer tires,0,1,0,Moderate,12.8,0,0,73.0,-4.0
86.0,15.06,Summer tires,0,1,0,Moderate,11.1,0,0,72.0,-5.7
88.0,6.14,Summer tires,0,1,0,Moderate,11.8,0,0,72.0,-5.0
86.0,14.69,Summer tires,0,1,0,Moderate,11.2,0,0,67.0,-5.6
85.0,3.91,Summer tires,0,1,0,Moderate,11.6,0,0,74.0,-5.2
86.0,9.72,Summer tires,0,1,0,Moderate,11.3,0,0,68.0,-5.5
85.0,11.72,Summer tires,0,0,1,Moderate,13.1,0,0,60.0,-3.7
44.0,8.74,Summer tires,0,0,1,Moderate,13.6,0,0,44.0,-3.2
86.0,8.56,Summer tires,0,1,0,Moderate,14.8,0,0,57.0,-2.0
86.0,12.81,Summer tires,0,1,0,Moderate,12.1,0,0,72.0,-4.7
86.0,8.0,Summer tires,0,1,0,Moderate,12.1,0,0,61.0,-4.7
87.0,14.91,Summer tires,0,1,0,Moderate,11.8,0,0,74.0,-5.0
85.0,14.14,Summer tires,0,1,0,Moderate,12.4,0,0,68.0,-4.4
86.0,12.65,Summer tires,0,1,0,Moderate,11.2,0,0,72.0,-5.6
88.0,5.02,Summer tires,0,1,0,Moderate,12.2,0,0,68.0,-4.6
87.0,10.18,Summer tires,0,1,0,Moderate,11.7,0,0,53.0,-5.1
112.0,16.93,Summer tires,0,1,1,Normal,12.8,0,0,69.0,-4.0
81.0,11.55,Summer tires,0,1,0,Normal,13.4,1,0,90.0,-3.4
98.0,14.05,Summer tires,0,1,0,Normal,13.5,1,0,91.0,-3.3
97.0,13.04,Summer tires,0,1,0,Normal,14.4,1,0,77.0,-2.4
2.0,0.24,Summer tires,1,0,0,Normal,12.2,0,0,24.0,-4.6
12.0,1.84,Summer tires,1,0,0,Normal,15.3,0,0,41.0,-1.5
38.0,6.51,Summer tires,0,1,0,Normal,12.1,0,0,64.0,-4.7
56.0,10.6,Summer tires,0,1,0,Normal,15.4,0,0,97.0,-1.4
79.0,7.24,Summer tires,0,1,0,Normal,12.6,0,0,63.0,-4.2
70.0,7.78,Summer tires,0,1,0,Normal,13.6,0,0,68.0,-3.2
89.0,16.55,Summer tires,0,1,0,Moderate,12.0,0,0,68.0,-4.8
86.0,11.53,Summer tires,0,1,0,Normal,14.8,0,0,58.0,-2.0
85.0,16.92,Summer tires,0,1,0,Normal,12.4,0,0,73.0,-4.4
87.0,8.74,Summer tires,0,1,0,Normal,14.2,0,0,70.0,-2.6
85.0,12.14,Summer tires,0,1,0,Moderate,11.4,0,0,74.0,-5.4
86.0,8.37,Summer tires,0,1,0,Moderate,12.3,0,0,60.0,-4.5
86.0,16.49,Summer tires,1,1,0,Moderate,11.8,0,0,74.0,-5.0
104.0,9.3,Summer tires,1,1,0,Moderate,12.4,0,0,63.0,-4.4
86.0,10.23,Summer tires,0,1,0,Moderate,11.9,0,0,65.0,-4.9
5.0,5.21,Summer tires,1,0,0,Fast,15.9,0,0,13.0,-0.9
4.0,3.72,Summer tires,1,0,0,Fast,12.4,0,0,20.0,-4.4
96.0,5.39,Summer tires,0,1,0,Fast,14.4,0,0,46.0,-2.4
85.0,16.74,Summer tires,0,1,0,Moderate,12.6,0,0,75.0,-4.2
82.0,9.49,Summer tires,0,1,0,Fast,15.4,0,0,53.0,-1.4
6.0,6.07,Summer tires,1,0,0,Moderate,11.0,0,0,18.0,-5.8
20.0,4.87,Summer tires,1,0,0,Moderate,10.2,0,0,28.0,-6.6
87.0,10.18,Summer tires,0,1,0,Moderate,11.3,0,0,66.0,-5.5
86.0,11.53,Summer tires,0,1,0,Moderate,11.8,0,0,67.0,-5.0
85.0,9.89,Summer tires,0,1,0,Moderate,11.5,0,0,70.0,-5.3
89.0,6.7,Summer tires,1,1,1,Moderate,11.8,0,0,41.0,-5.0
58.0,11.53,Summer tires,0,0,1,Moderate,11.9,0,0,48.0,-4.9
91.0,8.93,Summer tires,0,1,0,Normal,14.2,0,0,58.0,-2.6
85.0,16.08,Summer tires,0,1,0,Normal,14.2,0,1,74.0,-2.6
87.0,10.97,Summer tires,0,1,0,Normal,15.4,0,0,59.0,-1.4
85.0,16.92,Summer tires,0,1,0,Moderate,12.4,0,0,72.0,-4.4
85.0,6.14,Summer tires,0,1,0,Moderate,11.7,0,0,61.0,-5.1
86.0,17.53,Summer tires,0,1,0,Moderate,14.5,0,1,65.0,-2.3
77.0,12.28,Summer tires,0,0,1,Normal,16.2,0,1,59.0,-0.6
18.0,6.51,Summer tires,0,1,0,Normal,14.1,0,0,46.0,-2.7
35.0,2.12,Summer tires,0,1,0,Normal,15.0,0,0,61.0,-1.8
23.0,1.8,Summer tires,0,1,0,Fast,14.7,0,0,44.0,-2.1
93.0,14.88,Summer tires,0,1,0,Moderate,14.7,0,0,46.0,-2.1
86.0,17.01,Summer tires,0,1,0,Moderate,14.1,0,0,72.0,-2.7
85.0,9.11,Summer tires,0,1,0,Moderate,12.9,0,0,56.0,-3.9
86.0,17.65,Summer tires,0,1,0,Moderate,14.7,0,0,66.0,-2.1
92.0,8.56,Summer tires,0,1,0,Moderate,12.8,0,0,47.0,-4.0
86.0,17.11,Summer tires,0,1,0,Moderate,13.8,0,0,66.0,-3.0
87.0,9.3,Summer tires,0,1,0,Moderate,12.4,0,0,59.0,-4.4
85.0,17.3,Summer tires,0,1,0,Moderate,13.0,0,0,62.0,-3.8
88.0,6.32,Summer tires,0,1,0,Moderate,12.2,0,0,87.0,-4.6
89.0,17.05,Summer tires,0,1,0,Moderate,12.3,0,0,53.0,-4.5
72.0,6.32,Summer tires,0,0,1,Moderate,13.6,0,0,52.0,-3.2
27.0,4.05,Summer tires,0,0,1,Moderate,11.6,0,0,42.0,-5.2
5.0,3.72,Summer tires,1,0,0,Moderate,12.7,0,0,17.0,-4.1
47.0,13.02,Summer tires,0,1,0,Fast,16.4,0,0,76.0,-0.4
46.0,2.97,Summer tires,1,1,0,Moderate,10.3,0,0,44.0,-6.5
86.0,9.8,Summer tires,0,1,0,Moderate,12.4,0,0,75.0,-4.4
76.0,6.14,Summer tires,1,1,0,Moderate,12.3,0,0,58.0,-4.5
20.0,1.93,Summer tires,1,0,0,Moderate,11.3,0,0,31.0,-5.5
86.0,15.8,Summer tires,0,1,0,Moderate,12.5,0,1,64.0,-4.3
85.0,9.11,Summer tires,0,1,0,Normal,13.5,0,0,59.0,-3.3
86.0,15.89,Summer tires,0,1,0,Moderate,13.5,0,1,69.0,-3.3
86.0,8.74,Summer tires,0,1,0,Moderate,11.8,0,0,62.0,-5.0
87.0,17.93,Summer tires,0,1,0,Moderate,13.6,0,1,66.0,-3.2
90.0,13.21,Summer tires,0,1,0,Moderate,13.0,0,1,59.0,-3.8
86.0,9.67,Summer tires,0,1,0,Normal,13.7,0,1,69.0,-3.1
97.0,15.81,Summer tires,0,1,0,Normal,16.3,0,1,65.0,-0.5
114.0,15.81,Winter tires,0,1,0,Moderate,13.7,0,0,64.0,-3.1
68.0,12.09,Winter tires,0,1,1,Normal,15.1,0,1,70.0,-1.7
90.0,13.76,Winter tires,0,1,0,Normal,16.3,0,1,57.0,-0.5
86.0,17.28,Winter tires,0,1,0,Moderate,13.9,0,1,70.0,-2.9
92.0,12.28,Winter tires,0,1,0,Moderate,15.2,0,1,59.0,-1.6
86.0,17.17,Winter tires,0,1,0,Moderate,14.4,0,1,66.0,-2.4
87.0,9.86,Winter tires,0,1,0,Moderate,14.1,0,1,59.0,-2.7
86.0,16.83,Winter tires,0,1,0,Moderate,13.4,0,1,69.0,-3.4
92.0,13.21,Winter tires,0,1,0,Moderate,15.8,0,0,47.0,-1.0
88.0,17.22,Winter tires,0,1,0,Moderate,12.8,0,0,66.0,-4.0
88.0,7.07,Winter tires,0,1,0,Moderate,12.6,0,0,59.0,-4.2
88.0,16.83,Winter tires,0,1,0,Normal,12.8,0,0,52.0,-4.0
32.0,13.21,Winter tires,0,0,1,Normal,13.5,0,0,65.0,-3.3
93.0,3.72,Winter tires,0,0,1,Normal,12.7,0,0,42.0,-4.1
57.0,9.49,Winter tires,0,0,1,Normal,13.3,0,0,66.0,-3.5
104.0,9.49,Winter tires,0,1,0,Fast,14.4,0,0,53.0,-2.4
47.0,8.69,Winter tires,0,1,0,Moderate,15.7,0,0,69.0,-1.1
5.0,10.97,Winter tires,0,1,0,Fast,15.1,0,0,23.0,-1.7
87.0,4.09,Winter tires,0,1,0,Fast,16.4,0,0,92.0,-0.4
87.0,16.72,Winter tires,0,1,0,Moderate,15.4,0,0,69.0,-1.4
37.0,11.72,Winter tires,0,0,1,Normal,16.2,0,1,72.0,-0.6
38.0,1.95,Winter tires,0,0,1,Moderate,16.2,0,1,65.0,-0.6
89.0,10.04,Winter tires,0,1,0,Moderate,13.9,0,0,87.0,-2.9
86.0,17.81,Winter tires,0,1,0,Moderate,14.1,0,1,74.0,-2.7
91.0,8.74,Winter tires,0,1,0,Moderate,12.4,0,0,74.0,-4.4
86.0,17.51,Winter tires,0,1,0,Moderate,14.8,0,1,67.0,-2.0
86.0,7.81,Winter tires,0,1,0,Moderate,12.3,0,0,74.0,-4.5
87.0,15.84,Winter tires,0,1,0,Moderate,14.6,0,1,56.0,-2.2
34.0,13.95,Winter tires,0,1,0,Moderate,15.0,0,1,59.0,-1.8
89.0,5.39,Winter tires,0,1,0,Moderate,15.9,0,1,75.0,-0.9
89.0,16.37,Winter tires,0,1,0,Moderate,16.6,0,1,73.0,-0.2
33.0,4.65,Winter tires,0,0,1,Moderate,18.1,0,1,63.0,1.3
15.0,16.55,Winter tires,1,0,0,Moderate,17.2,0,1,29.0,0.4
87.0,2.98,Winter tires,0,1,0,Moderate,15.7,0,1,68.0,-1.1
87.0,17.38,Winter tires,0,1,0,Moderate,17.0,0,1,64.0,0.2
47.0,7.25,Winter tires,0,1,1,Moderate,15.0,0,1,76.0,-1.8
41.0,5.76,Winter tires,0,1,1,Moderate,15.3,0,1,51.0,-1.5
106.0,17.18,Winter tires,0,1,1,Moderate,14.2,0,1,60.0,-2.6
22.0,6.4,Winter tires,0,0,1,Moderate,17.5,0,1,19.0,0.7
47.0,11.11,Winter tires,0,1,0,Moderate,13.6,0,1,76.0,-3.2
41.0,4.47,Winter tires,0,1,0,Moderate,12.8,0,1,63.0,-4.0
86.0,9.51,Winter tires,0,1,0,Moderate,15.2,0,1,78.0,-1.6
27.0,8.62,Winter tires,0,0,1,Moderate,14.5,0,1,47.0,-2.3
21.0,3.28,Winter tires,0,0,1,Moderate,13.0,0,1,48.0,-3.8
38.0,3.79,Winter tires,0,0,1,Moderate,14.1,0,1,47.0,-2.7
24.0,13.76,Winter tires,0,0,1,Moderate,14.8,0,1,32.0,-2.0
42.0,3.5,Winter tires,0,0,1,Moderate,14.8,0,1,43.0,-2.0
87.0,8.65,Winter tires,0,1,0,Moderate,15.1,0,1,75.0,-1.7
98.0,14.88,Winter tires,0,1,0,Moderate,16.1,0,1,71.0,-0.7
48.0,11.34,Winter tires,0,1,0,Moderate,15.3,0,1,81.0,-1.5
47.0,6.56,Winter tires,0,1,0,Moderate,15.3,0,1,34.0,-1.5
87.0,17.33,Winter tires,0,1,0,Moderate,15.9,0,1,66.0,-0.9
46.0,9.93,Winter tires,0,1,0,Moderate,15.5,0,1,84.0,-1.3
41.0,3.49,Winter tires,0,1,0,Moderate,14.2,0,1,71.0,-2.6
86.0,17.18,Winter tires,0,1,0,Moderate,14.4,0,1,63.0,-2.4
47.0,8.5,Winter tires,0,1,0,Moderate,14.9,0,1,79.0,-1.9
44.0,9.88,Winter tires,0,1,0,Moderate,13.9,0,1,56.0,-2.9
86.0,9.83,Winter tires,0,1,0,Moderate,15.1,0,1,79.0,-1.7
90.0,19.12,Winter tires,0,1,0,Moderate,18.3,0,1,53.0,1.5
35.0,7.0,Winter tires,0,0,1,Moderate,20.8,0,1,53.0,4.0
37.0,8.42,Winter tires,0,0,1,Moderate,17.2,0,1,42.0,0.4
84.0,11.16,Winter tires,0,1,0,Moderate,16.6,0,1,67.0,-0.2
53.0,12.75,Winter tires,0,1,0,Moderate,18.1,0,1,83.0,1.3
41.0,5.67,Winter tires,0,1,0,Moderate,16.2,0,1,71.0,-0.6
86.0,17.19,Winter tires,0,1,0,Moderate,16.0,0,1,77.0,-0.8
46.0,10.04,Winter tires,0,1,0,Moderate,16.0,0,1,82.0,-0.8
41.0,5.57,Winter tires,0,1,0,Moderate,14.8,0,1,69.0,-2.0
86.0,17.23,Winter tires,0,1,0,Moderate,15.5,0,1,73.0,-1.3
57.0,9.17,Winter tires,0,1,0,Moderate,14.2,0,1,67.0,-2.6
41.0,4.89,Winter tires,0,1,0,Moderate,14.1,0,1,73.0,-2.7
47.0,17.44,Winter tires,0,1,0,Moderate,14.0,0,1,69.0,-2.8
46.0,5.12,Winter tires,0,1,0,Moderate,14.6,0,0,77.0,-2.2
91.0,9.58,Winter tires,0,1,0,Moderate,14.5,0,1,62.0,-2.3
47.0,17.21,Winter tires,0,1,0,Moderate,13.7,0,1,66.0,-3.1
47.0,3.8,Winter tires,0,1,0,Moderate,14.8,0,1,73.0,-2.0
98.0,9.02,Winter tires,0,1,0,Moderate,14.1,0,0,66.0,-2.7
87.0,14.66,Winter tires,0,1,0,Moderate,14.0,0,1,70.0,-2.8
53.0,17.69,Winter tires,0,0,1,Moderate,16.9,0,1,49.0,0.1
41.0,2.06,Winter tires,0,0,1,Moderate,16.9,0,1,49.0,0.1
39.0,9.81,Winter tires,0,0,1,Moderate,17.5,0,1,65.0,0.7
85.0,14.85,Winter tires,0,1,1,Moderate,14.7,0,1,68.0,-2.1
41.0,7.21,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.2
86.0,16.58,Winter tires,0,1,0,Moderate,15.5,0,1,76.0,-1.3
47.0,8.26,Winter tires,0,1,0,Moderate,13.1,0,1,73.0,-3.7
41.0,2.01,Winter tires,0,1,0,Moderate,13.0,0,1,68.0,-3.8
45.0,16.37,Winter tires,0,1,0,Moderate,15.2,0,1,74.0,-1.6
78.0,9.09,Winter tires,0,1,1,Moderate,16.8,0,1,67.0,0.0
49.0,10.23,Winter tires,0,0,1,Moderate,17.3,0,1,54.0,0.5
32.0,7.63,Winter tires,0,0,1,Moderate,17.4,0,1,64.0,0.6
47.0,3.87,Winter tires,0,1,0,Moderate,15.3,0,1,73.0,-1.5
41.0,3.75,Winter tires,0,1,0,Moderate,14.9,0,1,71.0,-1.9
88.0,16.71,Winter tires,0,1,0,Moderate,15.7,0,1,76.0,-1.1
90.0,19.93,Winter tires,0,1,0,Fast,16.7,0,1,79.0,-0.1
87.0,16.95,Winter tires,0,1,0,Moderate,15.1,0,1,58.0,-1.7
82.0,13.21,Winter tires,0,0,1,Fast,18.4,0,1,51.0,1.6
93.0,17.11,Winter tires,0,1,0,Normal,16.0,0,1,64.0,-0.8
87.0,17.53,Winter tires,0,1,0,Normal,17.5,0,1,72.0,0.7
88.0,16.55,Winter tires,0,1,0,Normal,16.7,0,1,64.0,-0.1
87.0,17.05,Winter tires,0,1,0,Normal,16.2,0,1,68.0,-0.6
87.0,13.58,Winter tires,0,1,0,Normal,17.4,0,1,71.0,0.6
2.0,5.66,Winter tires,1,0,0,Normal,15.7,0,1,10.0,-1.1
87.0,13.36,Winter tires,0,1,0,Normal,17.7,0,1,70.0,0.9
87.0,17.19,Winter tires,0,1,0,Normal,15.7,0,1,72.0,-1.1
87.0,15.44,Winter tires,0,1,0,Normal,16.4,0,1,39.0,-0.4
88.0,15.81,Winter tires,0,1,0,Normal,16.3,0,1,68.0,-0.5
5.0,6.59,Winter tires,1,0,0,Normal,18.6,0,1,11.0,1.8
92.0,11.2,Winter tires,0,1,1,Normal,17.1,0,1,40.0,0.3
40.0,16.18,Winter tires,0,0,1,Normal,16.8,0,1,55.0,0.0
40.0,0.86,Winter tires,0,0,1,Normal,16.3,0,1,49.0,-0.5
88.0,13.95,Winter tires,0,1,0,Fast,17.8,0,1,79.0,1.0
86.0,17.21,Winter tires,0,1,0,Normal,16.0,0,1,82.0,-0.8
1.0,8.74,Winter tires,0,1,0,Normal,28.7,0,1,23.0,11.9
87.0,5.21,Winter tires,0,1,0,Normal,17.5,0,1,86.0,0.7
87.0,16.86,Winter tires,0,1,0,Moderate,15.4,0,1,71.0,-1.4
91.0,16.18,Winter tires,0,1,0,Fast,17.4,0,1,87.0,0.6
87.0,16.95,Winter tires,0,1,0,Moderate,15.7,0,1,67.0,-1.1
19.0,10.23,Winter tires,1,0,1,Moderate,17.5,0,1,52.0,0.7
19.0,0.8,Winter tires,1,0,1,Moderate,15.4,0,1,47.0,-1.4
87.0,10.6,Winter tires,0,1,0,Moderate,14.1,0,1,74.0,-2.7
91.0,14.47,Winter tires,0,1,0,Moderate,13.9,0,1,58.0,-2.9
87.0,8.93,Winter tires,0,1,0,Moderate,14.0,0,1,76.0,-2.8
88.0,16.58,Winter tires,0,1,0,Moderate,15.4,0,1,71.0,-1.4
74.0,16.18,Winter tires,1,0,1,Moderate,15.6,0,1,60.0,-1.2
96.0,14.32,Winter tires,0,1,0,Moderate,16.1,0,1,68.0,-0.7
87.0,16.9,Winter tires,0,1,0,Moderate,15.8,0,1,74.0,-1.0
80.0,11.9,Winter tires,0,1,1,Fast,16.9,0,1,54.0,0.1
87.0,15.25,Winter tires,0,1,0,Fast,17.3,0,1,81.0,0.5
87.0,17.49,Winter tires,0,1,0,Moderate,16.1,0,1,75.0,-0.7
87.0,16.92,Winter tires,0,1,0,Moderate,16.5,0,1,87.0,-0.3
88.0,16.04,Winter tires,0,1,0,Moderate,16.7,0,1,67.0,-0.1
93.0,15.44,Winter tires,0,1,0,Moderate,17.2,0,1,66.0,0.4
87.0,17.04,Winter tires,0,1,0,Moderate,16.7,0,1,65.0,-0.1
87.0,15.25,Winter tires,0,1,0,Normal,16.7,0,1,86.0,-0.1
87.0,17.1,Winter tires,0,1,0,Moderate,16.6,0,1,63.0,-0.2
93.0,17.11,Winter tires,0,1,0,Moderate,18.1,0,1,63.0,1.3
87.0,17.16,Winter tires,0,1,0,Moderate,18.3,0,1,40.0,1.5
87.0,15.62,Winter tires,0,1,0,Moderate,15.3,0,1,72.0,-1.5
87.0,17.55,Winter tires,0,1,0,Moderate,16.2,0,1,69.0,-0.6
48.0,14.88,Winter tires,0,1,0,Moderate,17.79,0,1,17.0,0.99
48.0,2.17,Winter tires,0,1,0,Moderate,15.6,0,1,50.0,-1.2
87.0,11.04,Winter tires,0,1,0,Moderate,15.8,0,1,71.0,-1.0
87.0,13.76,Winter tires,0,1,0,Moderate,15.0,0,1,80.0,-1.8
88.0,17.77,Winter tires,0,1,0,Moderate,16.1,0,1,69.0,-0.7
88.0,12.46,Winter tires,0,1,0,Moderate,14.6,0,1,75.0,-2.2
87.0,17.26,Winter tires,0,1,0,Moderate,15.0,0,1,66.0,-1.8
4.0,4.65,Winter tires,1,0,0,Moderate,21.8,0,1,22.0,5.0
86.0,9.3,Winter tires,0,1,1,Moderate,15.9,0,1,80.0,-0.9
47.0,6.32,Winter tires,0,0,1,Moderate,17.6,0,1,60.0,0.8
32.0,14.59,Winter tires,0,0,1,Moderate,19.3,0,1,79.0,2.5
86.0,6.35,Winter tires,0,1,0,Moderate,17.3,0,1,67.0,0.5
53.0,16.37,Winter tires,0,1,0,Moderate,18.5,0,1,73.0,1.7
60.0,8.04,Winter tires,0,1,0,Moderate,15.7,0,1,60.0,-1.1
90.0,12.28,Winter tires,0,1,0,Moderate,73.0,0,1,16.5,56.2
86.0,17.64,Winter tires,0,1,0,Moderate,14.8,0,1,72.0,-2.0
88.0,10.04,Winter tires,0,1,0,Moderate,14.4,0,1,65.0,-2.4
42.0,16.22,Winter tires,0,1,0,Moderate,14.3,0,1,60.0,-2.5
77.0,8.28,Winter tires,0,1,1,Moderate,16.6,0,1,52.0,-0.2
118.0,14.69,Winter tires,0,1,0,Moderate,14.3,0,1,59.0,-2.5
88.0,16.56,Winter tires,0,1,0,Moderate,15.5,0,1,70.0,-1.3
5.0,3.05,Winter tires,0,1,0,Moderate,16.7,0,1,22.0,-0.1
87.0,10.97,Winter tires,0,1,0,Moderate,14.0,0,1,77.0,-2.8
87.0,17.2,Winter tires,0,1,0,Moderate,15.2,0,1,66.0,-1.6
20.0,11.35,Winter tires,1,0,1,Moderate,16.1,0,1,42.0,-0.7
88.0,5.95,Winter tires,0,1,0,Moderate,17.5,0,1,74.0,0.7
87.0,16.91,Winter tires,0,1,0,Moderate,15.1,0,1,62.0,-1.7
82.0,15.25,Winter tires,0,1,0,Moderate,16.2,0,1,53.0,-0.6
18.0,5.39,Winter tires,0,1,0,Moderate,17.3,0,1,58.0,0.5
1.0,1.25,Winter tires,1,0,0,Moderate,19.1,0,1,10.0,2.3
20.0,1.72,Winter tires,0,1,0,Moderate,17.5,0,1,56.0,0.7
113.0,13.21,Winter tires,0,1,0,Moderate,14.6,0,1,63.0,-2.2
88.0,17.52,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.2
87.0,12.61,Winter tires,0,1,0,Fast,16.8,0,1,68.0,0.0
40.0,16.63,Winter tires,0,1,0,Moderate,13.9,0,1,56.0,-2.9
48.0,6.81,Winter tires,0,1,0,Moderate,15.6,0,1,70.0,-1.2
90.0,4.72,Winter tires,0,1,0,Moderate,12.8,0,1,66.0,-4.0
93.0,16.68,Winter tires,0,1,0,Moderate,14.2,0,1,68.0,-2.6
75.0,13.21,Winter tires,0,0,1,Moderate,17.3,0,1,64.0,0.5
87.0,11.35,Winter tires,0,1,0,Moderate,13.2,0,1,87.0,-3.6
88.0,17.11,Winter tires,0,1,0,Moderate,16.1,0,1,62.0,-0.7
87.0,12.28,Winter tires,0,1,0,Moderate,15.4,0,1,76.0,-1.4
40.0,16.74,Winter tires,0,1,0,Moderate,14.6,0,1,45.0,-2.2
45.0,5.36,Winter tires,0,1,0,Moderate,17.3,0,1,80.0,0.5
3.0,2.23,Winter tires,1,0,0,Moderate,30.8,0,1,19.0,14.0
10.0,2.6,Winter tires,1,0,0,Moderate,26.9,0,1,18.0,10.1
43.0,3.91,Winter tires,0,1,0,Moderate,18.2,0,1,45.0,1.4
84.0,10.39,Winter tires,0,1,0,Moderate,16.5,0,1,62.0,-0.3
87.0,16.18,Winter tires,0,1,0,Moderate,16.6,0,1,42.0,-0.2
87.0,17.14,Winter tires,0,1,0,Moderate,15.3,0,1,64.0,-1.5
44.0,8.93,Winter tires,0,1,0,Moderate,17.2,0,1,44.0,0.4
87.0,12.09,Winter tires,0,1,0,Moderate,16.5,0,1,78.0,-0.3
87.0,17.44,Winter tires,0,1,0,Moderate,15.0,0,1,65.0,-1.8
87.0,10.79,Winter tires,0,1,0,Moderate,13.9,0,1,75.0,-2.9
89.0,17.04,Winter tires,0,1,0,Moderate,16.9,0,1,52.0,0.1
56.0,15.33,Winter tires,0,0,1,Moderate,19.0,0,1,60.0,2.2
2.0,4.09,Winter tires,1,0,0,Moderate,25.0,0,1,20.0,8.2
46.0,5.39,Winter tires,0,1,0,Moderate,17.2,0,1,43.0,0.4
87.0,9.11,Winter tires,0,1,0,Moderate,16.4,0,1,69.0,-0.4
88.0,16.6,Winter tires,0,1,0,Moderate,15.3,0,1,70.0,-1.5
89.0,13.95,Winter tires,0,1,0,Moderate,15.8,0,1,66.0,-1.0
88.0,17.54,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.2
99.0,14.14,Winter tires,0,1,0,Moderate,15.4,0,1,77.0,-1.4
87.0,17.43,Winter tires,0,1,0,Moderate,15.4,0,1,65.0,-1.4
32.0,5.39,Winter tires,0,0,1,Moderate,16.5,0,1,74.0,-0.3
116.0,14.88,Winter tires,0,1,0,Moderate,13.6,0,1,62.0,-3.2
88.0,17.14,Winter tires,0,1,0,Moderate,15.6,0,1,68.0,-1.2
88.0,15.25,Winter tires,0,1,0,Moderate,15.6,0,1,71.0,-1.2
88.0,16.66,Winter tires,0,1,0,Moderate,17.5,0,1,51.0,0.7
59.0,12.09,Winter tires,0,0,1,Normal,17.8,0,1,63.0,1.0
38.0,10.79,Winter tires,0,0,1,Normal,15.9,0,1,61.0,-0.9
8.0,2.23,Winter tires,1,0,0,Normal,16.4,0,1,28.0,-0.4
33.0,5.39,Winter tires,0,0,1,Normal,17.8,0,1,65.0,1.0
95.0,6.7,Winter tires,0,1,0,Normal,14.8,0,1,70.0,-2.0
87.0,17.61,Winter tires,0,1,0,Moderate,16.5,0,1,74.0,-0.3
89.0,12.83,Winter tires,0,1,0,Moderate,14.3,0,1,70.0,-2.5
88.0,16.95,Winter tires,0,1,0,Moderate,15.5,0,1,73.0,-1.3
87.0,13.39,Winter tires,0,1,0,Moderate,14.2,0,1,70.0,-2.6
90.0,16.68,Winter tires,0,1,0,Moderate,17.6,0,1,73.0,0.8
36.0,10.79,Winter tires,0,0,1,Moderate,15.7,0,1,62.0,-1.1
37.0,3.44,Winter tires,0,0,1,Moderate,14.7,0,1,58.0,-2.1
